stuID,schID,gender,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil
6932,4196,2,2,2,,,5,5,5,5,4,4,4,4,4,2,3,5,5,5,5,5,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,0,0,0,400,0,0,0,0,0,0,0,1,0,0,290
6933,4197,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,3,5,4,4,3,4,3,4,4,4,4,4,3,4,3,3,4,3,3,4,3,2,17,0,0,500,1,0,0,0,0,0,0,0,0,0,223.6666667
6934,4196,2,2,2,,,5,4,5,5,4,5,4,4,4,3,4,3,3,2,3,3,4,4,3,4,3,3,4,3,3,3,3,4,3,3,4,4,3,3,2,10,-1,0,500,0,0,0,0,0,0,1,0,0,0,245
6935,4196,2,2,2,,,5,5,5,5,5,4,4,5,4,3,4,3,3,3,4,3,5,5,3,4,2,3,3,3,3,3,3,4,3,3,3,3,4,3,4,0,0,0,400,1,0,0,0,0,0,0,0,0,0,246.3333333
6936,4189,1,2,2,,,3,2,3,5,2,1,1,1,1,1,1,5,4,3,5,5,2,2,3,3,3,4,3,3,4,4,3,3,4,3,4,4,3,2,3,1,0,0,370,1,0,0,0,0,0,0,0,0,0,199.6666667
6937,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
6938,4197,1,2,2,,,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,1,3,3,4,3,4,4,4,3,4,4,3,4,4,3,3,3,2,0,0,10,1000,1,0,0,0,0,0,0,0,0,0,214.6666667
6939,4196,1,2,,,,4,3,3,5,3,5,5,5,5,5,5,5,4,5,3,4,5,5,5,5,3,5,3,3,4,4,5,5,5,4,5,5,4,4,1,2,-5,-5,-1,0,0,0,0,0,0,0,1,0,0,185.3333333
6940,4197,1,2,2,,,5,5,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,600,1,0,0,0,0,0,0,0,0,0,178.6666667
6941,4197,2,2,2,,,5,4,4,5,4,3,3,4,4,3,4,5,5,3,-1,4,4,3,5,5,5,5,4,4,5,5,5,4,5,5,4,4,4,3,3,8,-5,-5,500,1,0,0,0,0,0,0,0,0,0,222.3333333
6942,4196,2,2,,,,3,4,3,3,4,5,5,5,5,5,5,4,4,3,4,4,5,5,3,5,2,4,4,4,4,4,5,4,4,4,5,5,5,4,5,12,0,0,900,1,0,0,0,0,0,0,0,0,0,283.3333333
6943,4196,2,1,1,1,,3,4,5,4,4,5,5,5,5,3,5,5,5,5,5,5,3,3,3,4,3,3,4,4,3,3,3,3,4,4,5,4,3,2,2,6,0,0.2,550,1,0,0,0,0,0,0,0,0,0,292.6666667
6944,4196,2,2,2,,,3,3,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,2,3,4,4,1,3,3,4,4,4,3,3,3,3,3,12,-5,0,500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,247
6945,4204,1,2,2,,,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,-5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,210.6666667
6946,4197,1,2,2,,,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,2,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3,2,14,0,0,800,1,0,0,0,0,0,0,0,0,0,261.6666667
6947,4222,2,2,2,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,4,4,4,4,4,5,4,5,4,4,3,3,3,7,-5,-5,400,1,0,0,0,0,0,0,0,0,0,214
6948,4222,2,2,2,,,5,4,4,5,4,4,4,3,4,5,5,3,3,1,5,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,0,0,0,300,0,1,0,0,0,0,0,0,0,0,194
6949,4222,2,2,2,,,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,2,4,4,3,3,3,3,3,3,2,3,3,4,3,3,4,2,2,2,2,14,2,0,500,1,0,0,0,0,0,0,0,0,0,237.3333333
6950,4222,1,2,2,,,5,5,5,5,5,3,4,3,3,4,3,5,3,3,5,5,4,4,4,4,2,4,3,4,4,3,4,4,4,3,4,4,3,3,2,4,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,204.3333333
6951,4222,1,2,2,,,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,4,-5,-5,450,0,0,0,0,1,0,0,0,0,0,188.6666667
6952,4222,1,2,2,,,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,4,2,4,4,3,4,4,4,2,3,0,0,450,1,0,0,0,0,0,0,0,0,0,145.6666667
6953,4222,1,2,2,,,3,3,3,4,3,4,4,5,3,4,4,4,3,4,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,-3,-3,325,1,0,0,0,0,0,0,0,0,0,203
6954,4222,2,2,2,,,1,1,1,1,2,4,4,4,4,1,3,1,1,1,1,1,3,4,2,3,2,3,3,3,3,3,3,3,3,4,3,5,4,3,4,0,0,0,360,0,1,0,0,0,0,0,0,0,0,169
6955,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
6956,4222,2,2,2,,,5,5,5,5,5,5,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-3,-5,400,1,0,0,0,0,0,0,0,0,0,226.6666667
6957,4222,2,2,2,,,5,5,5,4,5,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,4,4,4,4,3,4,4,3,4,-5,-5,0,350,0,0,0,0,1,0,0,0,0,0,189.6666667
6958,4222,2,2,2,,,5,3,5,5,4,2,2,2,2,2,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,1,-3,0,0,350,1,0,0,0,0,0,0,0,0,0,183.6666667
6959,4222,2,2,2,,,5,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4,3,4,3,2,4,4,-3,-5,307,0,1,0,0,0,0,0,0,0,0,175.6666667
6960,4222,2,2,2,,,4,4,4,5,4,4,4,5,4,5,5,4,4,3,5,4,3,3,3,3,3,3,4,3,3,3,4,3,4,4,5,5,4,4,2,10,0,0,500,0,0,1,0,0,0,0,0,0,0,268.3333333
6961,4222,2,2,2,,,4,4,4,4,4,5,5,5,5,5,5,3,3,2,3,3,4,2,2,3,2,3,4,3,3,3,3,2,3,4,5,5,4,5,1,0,0,0,540,1,0,0,0,0,0,0,0,0,0,205.6666667
6962,5001,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,2,2,1,3,2,2,2,3,4,2,3,3,2,3,4,4,3,3,2,4,-5,-5,300,0,0,0,0,0,0,1,0,0,0,241
6963,4222,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,4,3,3,4,5,3,3,4,3,4,3,4,4,3,2,1,3,-5,-5,500,1,0,0,0,0,0,0,0,0,0,211.6666667
6964,4222,1,2,2,,,5,5,4,4,4,4,4,4,4,4,4,5,5,4,5,5,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,5,1,5,-3,600,0,0,0,0,0,0,0,1,0,0,218.3333333
6965,4222,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,3,4,3,4,3,3,1,2,3,3,3,3,4,4,2,2,2,2,3,4,0,1,500,1,0,0,0,0,0,0,0,0,0,182.3333333
6966,4222,2,2,2,,,4,4,3,4,4,5,5,5,5,5,5,2,3,2,2,4,3,2,4,4,2,3,3,4,3,4,4,4,4,4,4,4,4,3,5,0,0,0,300,1,0,0,0,0,0,0,0,0,0,260.3333333
6967,4222,1,2,2,,,5,5,5,5,4,4,5,5,5,5,5,5,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,7,-5,-5,300,1,0,0,0,0,0,0,0,0,0,202.6666667
6968,4222,1,2,2,,,4,3,3,4,3,3,4,3,3,3,3,3,4,4,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,6,-5,400,0,0,0,1,0,0,0,0,0,0,231
6969,4222,1,2,2,,,3,4,5,4,3,3,3,3,3,3,2,3,4,2,2,2,4,4,-1,3,2,3,3,3,2,2,4,4,4,5,5,5,5,3,3,14,0,1,450,1,0,0,0,0,0,0,0,0,0,196.6666667
6970,4222,1,2,2,,,2,2,1,2,3,3,3,3,3,3,3,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5,-5,300,1,1,0,0,0,0,0,0,0,0,150
6971,5279,1,2,2,,,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,5,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,1,0,0,0,300,1,0,0,0,0,0,0,0,0,0,217.6666667
6972,4222,1,2,2,,,5,5,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,-2,1,-5,1000,0,0,1,0,0,0,0,0,0,0,239
6973,4222,1,2,2,,,4,3,5,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,3,4,5,0,0,700,0,0,1,0,0,0,0,0,0,0,283.3333333
6974,4222,2,2,2,,,5,5,4,5,5,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,-9,-9,-11,-1,0,0,0,1,0,0,0,0,0,0,176
6975,4773,2,2,2,,,5,4,5,5,5,4,4,5,5,5,5,5,4,4,5,5,4,3,5,4,5,5,4,4,5,4,4,4,4,5,5,5,4,5,5,-5,-1,-5,550,0,0,0,0,1,0,0,0,0,0,#N/A
6976,4222,1,2,2,,,5,4,5,5,4,5,5,5,5,5,5,3,3,5,5,4,4,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,3,2,2,8,0,0,400,1,0,0,0,0,0,0,0,0,0,186.6666667
6977,4198,1,2,2,,,4,4,4,3,4,4,4,3,4,3,3,4,4,2,4,4,3,4,3,3,3,4,4,4,3,3,3,2,3,3,4,3,3,3,1,3,-5,2,450,1,0,0,0,0,0,0,0,0,0,243.6666667
6978,4222,2,2,2,,,3,3,3,3,3,2,3,3,3,1,3,4,3,1,5,5,3,3,3,3,3,3,2,2,3,3,3,3,3,2,4,4,4,3,4,0,3.5,0,200,1,0,0,0,0,0,0,0,0,0,202.6666667
6979,4222,2,2,2,,,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,0,2,0,500,1,0,0,0,0,0,0,0,0,0,194.6666667
6980,4222,1,2,2,,,4,3,3,4,3,3,2,3,3,3,3,2,2,2,1,2,3,2,3,2,3,4,4,4,3,3,4,3,4,3,4,4,3,4,3,11,0,0,600,1,0,0,0,0,0,0,0,0,0,162.3333333
6981,4221,1,2,2,,,5,4,3,5,4,4,4,2,4,2,2,3,2,3,2,2,4,4,4,5,3,4,5,5,5,4,4,4,5,5,4,4,3,3,2,0,0,-2.6,650,1,0,0,0,0,0,0,0,0,0,246
6982,4222,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,3,3,4,4,4,4,2,2,2,2,2,15,-5,-5,300,1,0,0,0,0,0,0,0,0,0,175.3333333
6983,4222,1,2,,,,5,3,5,5,3,3,3,3,3,3,5,5,5,1,5,5,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,1,1,-5,-1,-5,500,1,0,0,0,0,0,0,0,0,0,229
6984,4222,1,2,2,,,4,4,5,4,4,3,3,3,2,3,3,3,3,3,3,3,2,2,2,3,1,3,4,4,4,4,3,3,5,4,3,3,4,2,2,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,171.6666667
6985,4222,1,2,2,,,3,2,5,5,5,2,4,4,4,2,4,4,5,3,3,5,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,-5,7,-5,650,0,0,1,0,0,0,0,0,0,0,179.3333333
6986,4222,1,2,2,,,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,5,-5,-5,430,1,0,0,0,0,0,0,0,0,0,157.6666667
6987,4222,1,2,2,,,2,4,3,1,5,5,5,5,5,5,5,1,1,3,3,3,4,4,3,5,4,4,4,4,3,3,4,4,4,3,5,5,3,4,2,15,-5,-5,810,1,0,0,0,0,0,0,0,0,0,219.6666667
6988,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
6989,4175,2,2,2,,,4,3,5,4,4,5,4,3,4,4,5,4,3,1,3,3,5,5,5,5,5,5,4,4,5,4,5,5,5,5,2,2,2,2,2,0,0,0,500,1,0,0,0,0,0,0,0,0,0,217
6990,4175,2,2,2,,,5,3,4,5,4,3,3,4,3,4,4,3,3,2,3,4,3,3,3,3,3,3,3,4,4,3,3,3,4,3,5,3,4,2,3,-3,0,0,500,1,0,0,0,0,0,0,0,0,0,197.6666667
6991,4177,2,2,2,,,4,4,4,5,5,4,4,4,4,3,4,3,3,4,2,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,16,0,0,508,1,0,0,0,0,0,0,0,0,0,290
6992,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
6993,4176,1,2,2,,,5,4,3,5,3,3,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,9,-5,-5,700,0,1,0,0,0,0,0,0,0,0,157.3333333
6994,4176,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,1,0,-5,500,1,0,0,0,0,1,0,0,0,0,170.3333333
6995,4177,2,2,2,,,3,3,3,4,3,3,3,3,3,3,3,1,1,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,3,3,2,-5,-5,1,350,1,0,0,0,0,0,0,0,0,0,132
6996,4175,2,2,2,,,4,4,4,3,4,3,3,4,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,0,0,0,400,1,0,0,0,0,0,0,0,0,0,202.3333333
6997,4175,2,2,2,,,4,4,4,4,3,4,4,4,4,4,4,3,3,2,4,3,4,3,4,4,3,3,2,2,3,3,4,3,3,4,3,2,3,3,1,0,0,0,200,1,0,0,0,0,0,0,0,0,0,139
6998,4175,2,2,2,,,4,3,3,4,3,3,3,3,3,3,2,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,-5,-5,-5,500,1,0,0,0,0,0,0,0,0,0,233.6666667
6999,4179,1,2,2,,,5,4,4,4,4,3,3,4,5,3,3,4,3,5,3,5,5,3,4,4,4,5,4,4,4,4,4,-1,3,3,4,3,3,3,2,9,0,0,400,0,1,0,0,0,0,0,0,0,0,148.3333333
7000,4176,2,2,2,,,3,3,4,4,4,4,3,3,4,4,5,5,4,3,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,9,0,0,400,0,0,0,0,1,0,0,0,0,0,175
7001,4179,1,2,2,,,4,4,3,5,4,4,4,3,4,3,4,3,4,3,2,5,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,209
7002,5300,1,2,2,,,4,4,4,5,3,4,4,4,4,5,3,3,3,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,13,-5,-5,550,1,0,0,0,0,0,0,0,0,0,198
7003,4176,1,2,2,,,5,5,4,5,4,4,4,4,4,4,4,3,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-9,0,0,350,0,0,0,0,0,1,0,0,0,0,175.6666667
7004,4176,1,2,2,,,4,4,4,4,4,3,3,2,3,4,2,3,3,2,3,3,4,4,3,4,4,4,3,3,4,3,4,4,4,4,5,4,3,3,2,-5,-5,-3,460,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,209.6666667
7005,4492,1,2,2,,,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,170.3333333
7006,4175,2,2,2,,,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,0,0,0,340,1,0,0,0,0,0,0,0,0,0,178
7007,4175,2,,,,,3,4,3,3,3,,,,,,,2,2,2,2,2,3,4,3,4,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,2,3,1,4,-5,-5,-5,230,0,1,0,0,0,0,0,0,0,0,136.6666667
7008,4177,2,2,,,,4,4,4,5,4,4,4,4,4,4,4,2,3,3,1,4,2,1,3,2,1,3,2,3,3,3,3,4,4,3,4,4,3,4,3,19,-5,-5,450,1,0,0,0,0,0,0,0,0,0,200.3333333
7009,4175,2,2,2,,,5,5,4,4,4,4,4,5,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,2,3,3,4,4,4,3,2,5,5,0,700,1,0,0,0,0,0,0,0,0,0,204
7010,4179,1,2,2,,,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,2,2,2,3,3,3,2,3,3,2,2,2,3,2,0,0,0,560,0,0,0,0,0,0,1,0,0,0,207.6666667
7011,4178,1,2,2,,,4,3,3,4,3,4,4,4,4,4,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,-5,-5,170,0,1,0,0,0,0,0,0,0,0,156.6666667
7012,4178,1,2,2,,,4,4,3,4,5,4,4,2,4,3,5,4,4,3,3,5,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,2,2,0.5,-3,500,0,0,0,1,0,0,0,0,0,0,281.6666667
7013,4179,1,2,2,,,4,3,4,4,4,4,4,5,4,4,4,3,4,4,4,4,3,3,3,3,4,3,3,4,3,3,4,2,3,3,3,3,3,3,2,4,-5,-2,500,1,0,0,0,0,0,0,0,0,0,270.6666667
7014,4179,1,2,2,,,3,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,-5,0,-5,250,1,0,0,0,0,0,0,0,0,0,191.6666667
7015,4178,1,2,2,,,5,5,5,5,4,4,4,4,4,4,5,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,0,0,200,1,0,0,0,0,0,0,0,0,0,192.3333333
7016,4177,2,2,2,,,3,3,3,3,3,3,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,150
7017,4177,2,2,2,,,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,4,3,4,4,3,3,2,0,0,-3,100,1,0,0,0,0,0,0,0,0,0,185.3333333
7018,4176,2,2,2,,,4,3,3,3,3,4,4,4,3,2,4,2,2,3,3,2,2,2,2,3,2,3,4,4,3,3,4,4,4,4,4,4,3,4,4,-5,-5,-5,190,0,1,0,0,0,0,0,0,0,0,150
7019,4175,2,2,2,,,5,4,4,4,5,4,4,2,3,2,3,4,4,4,5,4,4,4,3,3,3,3,4,3,4,3,4,4,3,3,4,4,4,1,1,24,-5,-5,1500,1,0,0,0,0,0,0,0,0,0,246.3333333
7020,4179,1,2,2,,,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,1,3,4,4,4,4,4,-5,3,4,2,2,2,2,3,12,0,0,200,0,0,0,0,0,1,0,0,0,0,176.6666667
7021,4176,1,2,2,,,3,4,4,4,3,3,4,3,4,4,4,4,3,3,3,3,3,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0,230,1,0,0,0,0,0,0,0,0,0,190.3333333
7022,4176,1,2,,,,5,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,4,4,4,4,3,4,3,3,5,3,4,4,3,4,4,4,3,3,4,-5,-5,-5,300,0,1,0,0,0,0,0,0,0,0,122.3333333
7023,4175,2,2,2,,,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,2,4,4,4,4,3,3,2,15,0,0,1000,0,0,0,1,0,0,0,0,0,0,208
7024,4175,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,1,0,0,0,310,0,0,0,0,0,0,0,1,0,0,183.6666667
7025,4175,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,-1,150,1,0,0,0,0,0,0,0,0,0,141.3333333
7026,4175,2,2,2,,,5,3,3,5,3,4,3,3,3,3,2,3,3,2,3,3,4,3,4,3,3,2,4,4,4,4,4,4,4,4,2,2,3,2,2,-5,-5,-5,700,1,0,0,0,0,0,0,0,0,0,209.3333333
7027,4177,2,2,2,,,4,3,3,3,3,4,4,5,5,5,5,3,3,2,3,3,4,3,2,3,4,2,3,3,3,3,3,3,3,3,1,4,4,3,1,-5,-5,-5,300,0,1,0,0,0,0,0,0,0,0,198.3333333
7028,4178,1,2,2,,,4,4,3,4,3,4,4,2,3,2,4,3,4,3,4,4,4,3,4,3,3,3,4,4,4,4,5,4,4,4,4,5,5,4,5,10,0,0,550,0,0,1,0,0,0,0,0,0,0,246.3333333
7031,4036,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,3,3,1,5,3,2,2,2,1,3,3,3,3,3,3,3,3,3,4,4,3,3,4,5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,167.3333333
7032,4036,2,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,4,4,2,2,4,14,-5,-5,250,0,0,1,0,0,0,0,0,0,0,254.6666667
7033,4036,2,2,2,,,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,3,3,3,4,3,3,3,3,4,4,2,3,3,2,-5,-1,-2.6,350,1,0,0,0,0,0,0,0,0,0,179
7034,4036,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,2,3,3,2,2,3,3,2,3,3,3,3,3,4,4,3,3,4,8,-5,-5,1000,0,0,0,0,0,0,1,0,0,0,209.3333333
7035,4036,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,3,3,2,5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,214
7036,4036,2,2,2,,,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,1,2,1,2,4,2,3,3,3,3,3,3,3,3,3,4,4,3,4,4,14,0,0,500,0,0,0,0,0,0,1,0,0,0,169
7037,4036,2,2,2,,,4,4,4,4,3,3,3,3,3,4,4,4,3,1,3,3,4,4,4,2,4,3,2,1,2,4,4,4,4,3,4,4,4,4,1,2,-5,-5,500,1,0,0,0,0,0,0,0,0,0,180.3333333
7038,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
7039,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
7040,4036,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,-1,-1,-1,-1,-1,3,4,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,2,1,-5,-5,-5,300,1,0,0,0,0,0,0,0,0,0,141
7041,4036,2,2,2,,,3,3,3,4,4,3,3,3,3,4,4,3,2,1,3,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,-5,-5,-5,200,1,0,0,0,0,0,0,0,0,0,170.6666667
7042,4998,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,3,5,4,4,4,4,4,3,4,4,4,5,5,5,4,4,1,7,0,0,705,0,0,0,1,0,0,0,0,0,0,242
7043,4036,2,2,2,,,4,4,3,4,4,5,5,5,5,5,5,3,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,0,8,0,240,0,0,0,0,0,0,0,1,0,0,240.3333333
7044,4036,1,2,2,,,5,5,5,5,4,4,5,4,4,4,5,5,5,4,3,4,3,2,2,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,0,0,0,150,0,0,0,0,0,0,1,0,0,0,207.6666667
7045,4036,1,2,2,,,3,3,3,3,4,4,4,4,4,4,4,5,5,3,3,3,3,2,3,2,3,4,4,4,3,3,4,4,4,3,4,4,3,3,2,0,0,0,170,0,1,0,0,0,0,0,0,0,0,171.3333333
7046,4036,1,2,2,,,5,4,4,5,4,4,4,4,4,4,4,5,4,3,4,3,3,5,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,2,2,3,-5,-5,250,1,0,0,0,0,0,0,0,0,0,231
7047,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
7048,4036,1,2,2,,,5,5,4,4,5,5,5,4,4,4,4,4,5,5,3,5,3,3,3,3,3,3,3,2,4,3,3,2,3,4,5,5,5,4,5,6,4,0,1000,0,0,0,1,0,0,0,0,0,0,275.6666667
7049,4036,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,0,4,300,1,0,0,0,0,0,0,0,0,0,230.3333333
