stuID,schID,gender,trans_stu,transe_pa,transe_re,transe_re_etc,pre_frendship_1,pre_frendship_2,pre_frendship_3,pre_frendship_4,pre_frendship_5,post_frendship_1,post_frendship_2,post_frendship_3,post_frendship_4,post_frendship_5,post_frendship_6,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,tutoring_hakwon,tutoring_private,tutoring_online,SES,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,prefer_Hsch_dum_9,prefer_Hsch_dum_10,academic_abil
1973,4473,1,2,2,,,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,1,4,0,0,400,0,0,0,1,0,0,0,0,0,0,289
1974,4473,2,2,2,,,5,5,5,5,5,3,3,2,3,2,3,4,3,3,5,5,3,2,4,4,3,4,4,4,3,3,4,3,3,4,4,4,3,3,2,7,0,0,250,1,0,0,0,0,0,0,0,0,0,206
1975,4473,2,2,2,,,5,3,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,5,5,5,3,3,3,5,-3.5,-5,280,1,0,0,0,0,0,0,0,0,0,252
1976,4473,1,2,2,,,5,5,5,5,5,4,4,2,4,5,4,5,5,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,-2,0,0,400,1,0,0,0,0,0,0,0,0,0,246
1977,4473,2,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,3,1,3,3,3,3,3,3,2,2,2,4,4,3,5,5,4,4,3,6,0,0,500,0,1,0,0,0,0,0,0,0,0,162.3333333
1978,4473,1,2,2,,,5,5,5,5,5,4,4,4,4,5,5,5,5,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,11,0,0,500,0,0,0,0,0,0,0,1,0,0,226
1979,4473,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,5,0.5,-5,450,0,0,0,0,0,0,0,1,0,0,188.3333333
1980,4478,1,2,2,,,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,5,3,5,4,5,5,4,4,4,3,2,6.5,0.5,0,1000,1,0,0,0,0,0,0,0,0,0,212.3333333
1981,4473,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-5,-5,-5,400,1,0,0,0,0,0,0,0,0,0,247
1982,4473,1,2,2,,,5,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,4,3,4,4,5,5,5,4,4,4,3,3,3,3,4,9,-5,-5,500,0,0,0,0,0,1,0,0,0,0,211.3333333
1983,4473,2,1,1,6,새로운 환경에서의 분위기 전환,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,-5,5,-1.1,530,0,0,0,0,0,0,0,1,0,0,272.6666667
1984,4473,1,2,2,,,4,3,3,5,3,3,3,2,2,2,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,0,5,0,430,0,0,0,1,0,0,0,0,0,0,263.3333333
1985,4473,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,2,4,4,3,4,4,4,3,3,4,3,3,4,4,4,3,3,2,7,0,0,250,1,0,0,0,0,0,0,0,0,0,241.6666667
1986,4477,2,2,2,,,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,3,3,3,3,3,3,4,4,4,3,5,5,5,5,5,10,0,0,2000,0,0,1,0,0,0,0,0,0,0,267
1987,4473,1,2,2,,,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,2,2,3,3,3,3,4,4,4,3,4,3,3,4,5,5,5,3,3,6,0,0,300,0,0,0,0,0,0,0,1,0,0,260
1988,4473,2,2,2,,,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,6,-5,-3.7,300,0,0,0,0,0,0,1,0,0,0,219
1989,4473,2,2,2,,,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,6,-5,-2,550,0,0,1,0,0,0,0,0,0,0,261
1990,4482,2,2,2,,,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,2,-5,-5,700,1,0,0,0,0,0,0,0,0,0,231
1991,4473,1,2,2,,,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,4,3,3,3,3,3,4,3,4,4,4,3,4,4,3,2,1,7,-5,0,200,0,0,0,0,0,0,0,1,0,0,226
1992,4473,2,2,2,,,4,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,-5,-5,500,0,0,1,0,0,0,0,0,0,0,260.3333333
1993,4455,1,2,2,,,-1,-1,-1,-1,-1,5,5,3,5,4,5,-1,-1,-1,-1,-1,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,4,3,10,-2,-5,500,1,0,0,0,0,0,0,0,0,0,191.3333333
1994,4473,2,2,2,,,5,4,4,5,4,4,4,4,4,4,5,2,1,2,4,4,4,2,4,4,3,4,3,3,4,3,4,4,4,4,2,2,2,2,2,5,0,0,600,1,0,0,0,0,0,0,0,0,0,134.3333333
1995,4473,1,2,2,,,4,4,3,3,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,6,3,-2,230,0,1,0,0,0,0,0,0,0,0,191
1996,4473,2,2,2,,,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,200,1,0,0,0,0,0,0,0,0,0,211.6666667
1997,4478,2,2,2,,,5,5,5,5,5,3,3,3,4,3,3,4,4,3,4,4,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,4,3,2,0,0,0,200,1,0,0,0,0,0,0,0,0,0,236
1998,4478,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,2,2,0,0,-1,150,1,0,0,0,0,0,0,0,0,0,186.6666667
1999,4468,2,2,2,,,5,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4,3,2,4,2,2,3,4,3,4,3,2,2,4,4,4,4,4,4,3,8.5,0,1,400,0,0,0,0,0,0,0,1,0,0,282.6666667
2000,4478,1,2,2,,,3,4,4,4,4,4,4,4,4,5,4,3,3,2,4,3,4,2,2,2,3,3,4,4,5,4,5,5,5,5,3,4,3,3,1,-5,0,5,700,0,1,0,0,0,0,0,0,0,0,157
2001,4482,1,2,2,,,4,3,4,4,5,3,3,3,4,3,4,3,4,4,4,5,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,3,2,2,10,0,0,200,1,0,0,0,0,0,0,0,0,0,188.3333333
2002,4461,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,3,3,2,3,3,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,2,6,0,0,450,1,0,0,0,0,0,0,0,0,0,254.6666667
2003,4458,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,2,9,-5,-5,460,0,0,0,0,0,0,0,1,0,0,251.6666667
2004,4461,1,2,2,,,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,8,-5,-5,300,0,0,0,1,0,0,0,0,0,0,260
2005,4458,2,2,2,,,5,5,5,5,5,5,5,1,4,1,1,5,5,5,5,5,4,2,2,3,2,3,4,2,4,2,2,3,3,4,4,4,4,2,4,4,-5,-5,500,0,0,0,1,0,0,0,0,0,0,292
2006,4458,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,2,5,5,4,4,4,4,4,3,4,4,4,5,1,1,1,1,1,9,0,0,500,1,0,0,0,0,0,0,0,0,0,246.6666667
2007,4458,1,2,,,,5,4,3,4,4,3,3,3,3,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-5,-5,500,1,0,0,0,0,0,0,0,0,0,198
2008,4461,1,2,2,,,5,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,2,2,4,2,2,2,1,1,1,3,2,3,4,3,3,2,7,0,0,500,1,0,0,0,0,0,0,0,0,0,279.6666667
2009,4461,1,2,2,,,4,4,3,3,3,4,4,4,4,4,4,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2,4,-5,-5,350,1,0,0,0,0,0,0,0,0,0,170.3333333
2010,4461,1,2,2,,,4,4,4,4,4,4,4,5,4,4,4,3,3,3,2,3,5,1,4,1,2,3,4,4,3,3,3,4,3,3,5,4,3,3,1,0,-5,7,400,1,0,0,0,0,0,0,0,0,0,205
2011,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2012,4458,1,2,,,,3,3,2,2,3,2,3,2,3,3,4,2,2,3,3,3,3,2,4,3,4,4,3,3,3,3,4,4,4,5,4,4,4,3,2,0,16,-5,500,1,0,0,0,0,0,0,0,0,0,181.6666667
2013,4461,1,2,2,,,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,4,3,3,4,4,4,4,4,4,4,4,-1,-1,-1,1,-1,15,-5,0,500,1,0,0,0,0,0,0,0,0,0,239.3333333
2014,4461,1,2,2,,,4,4,5,4,3,4,4,4,4,4,4,4,3,1,3,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,3,4,3,3,4,-6,0,0,380,1,0,0,0,0,0,0,0,0,0,191.6666667
2015,4461,2,2,2,,,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,5,5,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,12,0.5,0,600,0,0,0,0,1,0,0,0,0,0,212
2016,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2017,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2018,4461,1,2,2,,,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,8,-3,-5,450,1,0,0,0,0,0,0,0,0,0,182.3333333
2019,4461,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,2,1,1,9,0,0,450,1,0,0,0,0,0,0,0,0,0,244
2020,5275,1,2,2,,,5,5,5,5,5,5,5,2,4,2,5,5,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,3,3,2,0,0,0,300,0,1,0,0,0,0,0,0,0,0,160.3333333
2021,4461,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,3,4,3,2,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,9,-5,-5,500,1,0,0,0,0,0,0,0,0,0,257.3333333
2022,4454,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,3,4,2,2,1,-1,0,0,420,1,0,0,0,0,0,0,0,0,0,247.3333333
2023,4454,1,2,2,,,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,-5,-5,-5,-1,1,0,0,0,0,0,0,0,0,0,143.6666667
2024,4458,2,2,2,,,5,4,5,5,4,5,5,5,5,5,5,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,3,4,3,-5,-5,3,450,1,0,0,0,0,0,0,0,0,0,205.6666667
2025,4461,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,12,-5,2,400,0,0,0,0,0,0,0,1,0,0,284.3333333
2026,4461,2,2,2,,,4,5,4,4,5,4,4,3,4,3,3,3,4,4,3,5,4,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,3,2,5,5,0,320,1,0,0,0,0,0,0,0,0,0,244.3333333
2027,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2028,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2029,4458,1,2,2,,,4,4,4,4,4,3,3,3,3,4,5,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,0,0,0,300,0,0,0,1,0,0,0,0,0,0,288.3333333
2030,4458,1,2,2,,,5,4,4,5,4,4,4,3,4,4,4,4,3,3,4,4,3,2,4,3,2,4,3,3,2,1,2,4,3,3,4,4,5,3,3,1.5,3,0,460,0,0,0,0,0,0,0,1,0,0,238.3333333
2031,4461,1,2,2,,,4,4,4,4,4,1,1,1,1,1,1,5,5,4,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,0,6,0,600,1,0,0,0,0,0,0,0,0,0,206.3333333
2032,4458,1,2,2,,,3,3,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,3,4,1,-5,-5,400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193.3333333
2033,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2034,4458,1,2,2,,,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,2,3,2,2,5,4,4,4,4,5,4,5,4,4,4,3,3,4,1,3,0,800,1,0,0,0,0,0,0,0,0,0,265.3333333
2035,4461,2,2,2,,,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,2,4,4,3,3,3,3,3,3,2,3,3,4,2,2,3,2,-5,-5,-5,300,1,0,0,0,1,0,0,0,0,0,207.6666667
2036,4456,1,2,2,,,5,5,5,5,5,4,4,3,4,4,4,4,4,5,5,5,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,0,3,1,400,1,0,0,0,0,0,0,0,0,0,210
2037,4456,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,2,3,3,3,3,4,3,3,3,3,2,3,3,4,4,3,4,3,13,0,0,290,1,0,0,0,0,0,0,0,0,0,265
2038,4462,2,2,2,,,5,4,5,5,5,5,4,4,4,4,4,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,12,0,0,500,1,0,0,0,0,0,0,0,0,0,270.6666667
2039,4462,2,2,2,,,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,3,4,3,4,3,3,3,3,4,2,2,2,2,2,9,-1,-3.5,580,1,0,0,0,0,0,0,0,0,0,282
2040,4456,1,2,2,,,5,4,4,5,4,3,3,1,2,2,4,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,-5,-5,800,1,0,0,0,0,0,0,0,0,0,157.3333333
2041,4456,1,2,2,,,3,2,1,1,3,3,4,1,2,1,3,3,3,3,3,3,4,2,3,4,3,3,4,4,4,3,4,2,3,3,4,4,4,3,4,6,0,6,900,0,0,0,1,0,0,0,0,0,0,287
2042,4456,1,2,2,,,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,4,14,1,0,1000,0,0,0,0,0,0,0,1,0,0,208.3333333
2043,4570,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,3,3,0,0,0,500,0,0,1,0,0,0,0,0,0,0,276
2044,4462,2,2,2,,,-1,-1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,-1,-1,4,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,15,-5,-5,600,0,0,1,0,0,0,0,0,0,0,286.3333333
2045,4230,1,2,2,,,4,3,4,4,3,3,3,3,3,3,2,4,4,2,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,0,0,0,250,1,0,0,0,0,0,0,0,0,0,200
2046,4456,1,2,2,,,4,4,4,5,4,4,4,4,4,3,4,3,4,3,5,5,3,3,4,3,3,4,3,3,3,3,-1,3,3,3,3,2,1,1,1,4,0,0,120,1,0,0,0,0,0,0,0,0,0,199
2047,4456,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,11,-5,-1,280,0,0,0,0,0,0,0,1,0,0,207
2048,4462,2,2,2,,,5,5,5,5,5,4,4,3,3,3,4,4,3,3,5,5,4,3,3,4,4,4,4,4,3,3,3,3,3,3,5,4,4,5,4,6,-5,-3.7,500,1,0,0,0,0,0,0,0,0,0,274.3333333
2049,4456,1,2,2,,,5,5,5,5,3,5,4,5,4,5,3,5,5,2,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,16,0,0,400,0,0,0,0,0,0,0,1,0,0,208
2050,4456,1,2,2,,,4,3,4,4,3,4,4,4,4,4,4,4,3,2,4,3,4,4,4,3,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,8,-5,-5,700,1,0,0,0,0,0,0,0,0,0,278
2051,4456,1,2,2,,,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,5,4,2,2,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,4,-5,0,-5,500,1,0,0,0,0,0,0,0,0,0,229.6666667
2052,4456,1,2,2,,,5,5,5,5,5,3,2,3,3,3,3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,6,3,-5,230,0,0,0,0,0,0,0,1,0,0,264.6666667
2053,4456,1,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,4,3,4,4,3,3,3,3,3,4,-1,-1,4,4,3,4,4,-5,2,-5,-1,1,0,0,0,0,0,0,0,0,0,191.3333333
2054,4462,2,2,2,,,5,5,5,4,5,4,4,4,4,3,3,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,2,2,2,7,2,0,500,1,0,0,0,0,0,0,0,0,0,282
2055,4456,2,2,2,,,5,4,4,5,4,3,3,3,3,4,4,4,4,5,5,5,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,11,-5,-3.5,600,1,0,0,0,0,0,0,0,0,0,177
2056,4462,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,4,2,2,2,16,0,6,700,1,0,0,0,0,0,0,0,0,0,250
2057,4456,1,2,2,,,5,4,4,4,4,4,3,3,3,3,5,4,4,4,2,3,4,4,4,4,3,5,4,3,5,3,4,4,3,5,3,3,2,4,5,11,-5,-3,800,0,0,0,0,0,0,0,1,0,0,274.3333333
2058,4462,2,2,2,,,5,5,4,4,4,5,5,5,5,5,5,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,-1,3,3,3,3,3,3,3,3,4,4,5,461,1,0,0,0,0,0,0,0,0,0,251.3333333
2059,4452,2,2,2,,,5,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,0,0,250,1,0,0,0,0,0,0,0,0,0,185.3333333
2060,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2061,4456,1,2,2,,,4,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,1,0,-5,-5,400,1,0,0,0,0,0,0,0,0,0,279
2062,4456,1,2,2,,,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,3,5,5,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,15,0,0,850,1,0,0,0,0,0,0,0,0,0,263.6666667
2063,4456,1,2,2,,,3,3,4,4,4,4,4,4,4,4,4,5,5,3,5,5,4,4,3,2,4,2,3,3,4,3,4,4,4,4,2,3,3,3,2,12,0,1,330,1,0,0,0,0,0,0,0,0,0,239.3333333
2064,4462,2,2,2,,,5,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,8,-5,-5,300,0,0,0,1,0,0,0,0,0,0,235
2065,4462,2,2,2,,,5,4,4,5,4,4,4,5,5,5,5,4,4,4,4,4,5,5,3,3,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,16,-5,-5,520,1,0,0,0,0,0,0,0,0,0,270
2066,4462,2,2,2,,,3,3,3,3,3,4,4,4,4,3,4,4,4,2,3,3,3,2,3,3,2,3,2,1,3,4,4,3,2,3,5,5,5,5,1,-5,1,-5,185,0,0,0,0,1,0,0,0,0,0,264
2067,4462,2,2,2,,,3,3,4,4,5,5,5,5,5,5,5,2,3,2,1,2,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,2,2,2,11,0,0,600,1,0,0,0,0,0,0,0,0,0,279.6666667
2068,4462,2,2,2,,,5,5,5,5,5,3,3,3,3,3,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,3,1,-1,-5,-5,120,1,0,0,0,0,0,0,0,0,0,178.3333333
2069,4462,2,2,2,,,4,3,4,5,4,4,4,4,4,4,4,5,4,3,5,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,5,2,3,4,5,-2,0,800,1,0,0,0,0,0,0,0,0,0,205
2070,4468,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,3,4,3,4,4,3,4,3,3,4,3,4,4,3,4,3,3,2,2,3,9,-5,4,420,1,0,0,0,0,0,0,0,0,0,214
2071,4429,1,2,2,,,5,4,4,5,4,4,4,3,4,4,4,3,4,4,5,5,3,3,3,3,3,3,3,4,4,4,4,3,3,4,3,4,4,3,2,-5,8,-5,600,0,0,1,0,0,0,0,0,0,0,244.3333333
2072,4459,2,2,2,,,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,4,3,3,3,4,3,3,3,2,3,2,3,2,10,3,-3.7,1000,1,0,0,0,0,0,0,0,0,0,172.6666667
2073,4431,2,2,2,,,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,2,0,0,12,5000,0,0,0,0,0,0,0,1,0,0,272.6666667
2074,4441,2,2,2,,,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,2,1,3,2,2,3,3,3,4,3,4,2,4,3,4,4,4,4,4,13.5,-2,0,620,0,0,1,0,0,0,0,0,0,0,206
2075,4447,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,-5,-3,1,700,0,0,0,0,0,0,1,0,0,0,198
2076,4459,2,,,,,5,5,5,5,5,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,11,0,2000,1,0,0,0,0,0,0,1,0,0,292
2077,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2078,4453,1,2,2,,,4,3,4,4,3,4,4,3,4,5,4,3,2,3,4,4,3,2,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,20,0,0.3,2000,0,0,0,1,0,0,0,0,0,0,295.6666667
2079,4467,2,2,2,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,2,3,3,4,4,3,4,4,4,4,5,5,5,5,5,10,0,-1.5,1000,0,0,0,0,0,0,0,1,0,0,284.3333333
2080,4456,2,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,2,4,4,4,4,4,2,0,7,0,3000,0,0,0,0,1,0,0,0,0,0,279.6666667
2081,4439,1,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,2,8,-5,-5,500,0,0,0,0,0,0,0,1,0,0,222
2082,4430,1,2,2,,,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,2,2,9,-1,14,300,1,0,0,0,0,0,0,0,0,0,224.6666667
2083,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,#N/A
2084,4430,2,2,2,,,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,3,4,4,5,12,-5,3,3000,0,0,1,0,0,0,0,0,0,0,276.3333333
2085,4467,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,-5,3,-5,700,1,0,0,0,0,0,0,0,0,0,230.6666667
2086,5279,2,2,2,,,4,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,3,4,4,3,3,4,4,4,3,4,4,3,4,3,5,5,4,4,4,6,4,0,400,1,0,0,0,0,0,0,0,0,0,241.3333333
2087,4439,1,2,2,,,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,18,0,0,700,1,0,0,0,0,0,0,0,0,0,175
2088,4443,1,2,2,,,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,3,2000,1,0,0,0,0,0,0,0,0,0,255
2089,4459,2,2,2,,,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,4,3,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,18,-5,-3,900,0,0,1,0,0,0,0,0,0,0,270
